Brand Name,Name of the Product,Price,Return/Exchange,Expected Delivery,Availability,Product URL
Blueberry,Blueberry VIP 385,"3,290",7 days Returnable,"Monday, 15 May",In stock,https://www.amazon.in/Blueberry-VIP-385-Guitar-String/dp/B0BVW7QCNC/ref=sr_1_63?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-63
Fender,Fender Acoustic Guitar Dreadnought CD60 V3 970110506 Black Right-Handed One of The Most reputed Guitar Brands in the World,"12,500",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/Fender-Dread-String-Acoustic-Guitar/dp/B07RM4B5LJ/ref=sr_1_64?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-64
VAULT,Vault EA40 41 inch Premium Solid Spruce-Top Cutaway Acoustic Guitar,"6,934",7 days Replacement,"Sunday, 14 May",In stock,https://www.amazon.in/Premium-Spruce-Top-Cutaway-Acoustic-Guitar/dp/B08FFZY6BJ/ref=sr_1_65?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-65
Intern,Intern INT-38C-RD-G Linden Wood Cutaway Right Handed Acoustic Guitar Kit,"2,948",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/Intern-INT-38C-RD-G-Guitar-Kit-Red/dp/B07K959RKX/ref=sr_1_66?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-66
Intern,Intern Int-38c Sunburst Linden Wood Acoustic Guitar Kit with Carry Bag and Picks,"2,199",7 days Replacement,"Monday, 15 May",In stock,https://www.amazon.in/Intern-INT-38C-Sunburst-Acoustic-Guitar/dp/B07X1J4D3Z/ref=sr_1_67?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-67
Pyle,Beginner 41ââ‚¬Â Cutaway Acoustic Guitar - Standard Full Size 6 String Dreadnought Natural Matte Finish w/ Gig Bag,"24,064",-,May 24 - 27,,https://www.amazon.in/Beginner-Cutaway-Acoustic-Guitar-Dreadnought/dp/B08QW81F4H/ref=sr_1_68?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-68
Blueberry,Blueberry B-40,"4,740",7 days Replacement,"Monday, 15 May",In stock,https://www.amazon.in/Blueberry-B-40Y-Acoustic-Inbuilt-Strings/dp/B07PLK112T/ref=sr_1_69?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-69
JUAREZ,JUAREZ 96.52 cm (38 Inch) Acoustic Guitar with Dual Action Truss Rod,"3,197",7 days Replacement,"Wednesday, 17 May",Only 1 left in stock,https://www.amazon.in/JUAREZ-Acoustic-Guitar-3TS-Sunburst/dp/B08FV1KHTT/ref=sr_1_70?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-70
Kadence,Kadence Frontier Jumbo Semi Acoustic Guitar With Die Cast Keys,"6,899",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Equalizer/dp/B01HRIHJWY/ref=sr_1_71?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-71
Kadence,Kadence Slowhand Premium Jumbo Semi Acoustic Guitar with Heavy Padded Bag,"11,999",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/Kadence-Slowhand-Premium-Acoustic-Instrument/dp/B077SZ667X/ref=sr_1_72?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-72
Blueberry,Blueberry 38C,"2,560",7 days Replacement,"Monday, 15 May",Only 1 left in stock,https://www.amazon.in/Blueberry-38C-Acoustic-Strings-Natural/dp/B08KLNFL2Y/ref=sr_1_73?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-73
Kadence,Kadence Frontier 34inch guitar for Kids,"2,999",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/Kadence-Professional-Guitar-Years-Strings/dp/B07YZK5B2Z/ref=sr_1_74?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-74
YAMAHA,Yamaha F280 Acoustic Guitar,"7,490",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/Yamaha-Acoustic-Guitar-Tobacco-Sunburst/dp/B08VXR74Q2/ref=sr_1_75?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-75
Intern,Intern INT-38C Acoustic Guitar Kit (Natural),"2,948",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Natural/dp/B073B4D22T/ref=sr_1_76?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-76
YAMAHA,Yamaha F280 Acoustic Guitar,"7,999",7 days Replacement,"Sunday, 14 May",In stock,https://www.amazon.in/Yamaha-Acoustic-Guitar-Natural-Bajaao/dp/B08RMP2F6Z/ref=sr_1_77?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-77
Intern,INTERN 41 inches Cutaway Shape Acoustic Guitar with truss rod. Includes plectrums. Premium Wooden durable built,"2,961",7 days Replacement,"Monday, 15 May",Only 1 left in stock,https://www.amazon.in/Cutaway-Acoustic-plectrums-stability-resistance/dp/B09YH8LP53/ref=sr_1_78?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-78
YAMAHA,Yamaha FSX80C Semi acoustic cutaway guitar (natural),"12,490",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/Yamaha-FSX80C-Acoustic-Cutaway-Natural/dp/B09HL3GFZF/ref=sr_1_79?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-79
YAMAHA,YAMAHA F310-TBS Right Handed Spruce,"10,990",-,May 19 - 22,In stock,https://www.amazon.in/Yamaha-6-String-Acoustic-Right-Handed-Sunburst/dp/B000WITGQO/ref=sr_1_80?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-80
JUAREZ,Juarez Acoustic Guitar,"2,665",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/Juarez-Acoustic-Cutaway-BK-Strings/dp/B076T3RHMG/ref=sr_1_81?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-81
JUAREZ,Juârez JRZ38C/MAH 6 Strings Acoustic Guitar 38 Inch Cutaway,"2,799",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/JRZ38C-Strings-Acoustic-Cutaway-Mahogany/dp/B071JM8C6T/ref=sr_1_82?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-82
YAMAHA,Yamaha FS80C 25 Incheses sprucewood The Ultimate Concert Body Cutaway Acoustic Guitar (Black) With Bajaao Gig-Bag,"9,709",7 days Replacement,"Thursday, 18 May",In stock,https://www.amazon.in/Ultimate-Concert-Cutaway-Acoustic-Bajaao/dp/B08WHWKKV5/ref=sr_1_83?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-83
Martin Smith,Martin Smith W-101-SB-PK Acoustic Guitar Super Kit with Stand (Sun Burst),"5,504",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/Martin-Smith-W-101-SB-PK-Acoustic-Guitar/dp/B019MY0ZGI/ref=sr_1_84?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-84
Fender,Fender Acoustic Guitar Dreadnought Solid CD60S Black 970110006 Right-Hand One of The Most reputed Guitar Brands in the World,"17,999",7 days Replacement,"Thursday, 18 May",Only 2 left in stock,https://www.amazon.in/Fender-Classic-Design-Dreadnought-Acoustic/dp/B07HYS18LJ/ref=sr_1_85?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-85
YAMAHA,Yamaha F310-TBS Right Handed Acoustic Guitar (Tobacco Sunburst,"9,831",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/Yamaha-Acoustic-Guitar-Tobacco-Sunburst/dp/B08Z35ZR9Y/ref=sr_1_86?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909410&sprefix=guiter%2Caps%2C678&sr=8-86
YAMAHA,Yamaha F310-TBS Right Handed Acoustic Guitar (Tobacco Sunburst,"9,831",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/Yamaha-Acoustic-Guitar-Tobacco-Sunburst/dp/B08Z35ZR9Y/ref=sr_1_97?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-97
JUAREZ,Juarez Acoustic Lindenwood Guitar,"2,650",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/Acoustic-Cutaway-RDS-Strings-Sunburst/dp/B076QGY91P/ref=sr_1_98?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-98
JUAREZ,JUAREZ Arpeggio 41 Inch Acoustic Guitar Kit,"5,996",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/JUAREZ-Arpeggio-Acoustic-Rosewood-Fretboard/dp/B08LBGLRFC/ref=sr_1_99?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-99
Schecter,SGR S 1 MIDNIGHT SATIN BLACK Electric guitars Metal - modern,"25,499",7 days Replacement,"Sunday, 14 May",Only 1 left in stock,https://www.amazon.in/MIDNIGHT-SATIN-BLACK-Electric-guitars/dp/B009OAA4O4/ref=sr_1_100?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-100
Generic,Acoustic Guitar Linden Wood,490,-,,,https://www.amazon.in/Acoustic-Rosewood-Orientation-Antique-Natural/dp/B09W9W17X6/ref=sr_1_101?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-101
Intern,INTERN 41 inches Acoustic Guitar with truss rod. Includes carry bag,"4,499",7 days Replacement,"Wednesday, 17 May",Only 1 left in stock,https://www.amazon.in/Acoustic-plectrums-stability-age-groups-Refreshing/dp/B09YH89RVZ/ref=sr_1_102?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-102
VAULT,Vault DA40 41 Inch Premium Solid Spruce-Top Dreadnought Acoustic Guitar With Allen Key,"6,934",7 days Replacement,"Sunday, 14 May",In stock,https://www.amazon.in/Premium-Spruce-Top-Dreadnought-Acoustic-Guitar/dp/B0BJK1CWSN/ref=sr_1_103?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-103
Intern,Intern Int-38c Linden Wood Acoustic Guitar Kit with Carry Bag and Picks (Brown),"2,299",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/Intern-INT-38C-Brown-Acoustic-Guitar/dp/B07X2HV158/ref=sr_1_104?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-104
JUAREZ,JUAREZ Arpeggio Guitar JRA41SP-RD-K,"6,775",7 days Replacement,"Tuesday, 16 May",In stock,https://www.amazon.in/JUAREZ-Arpeggio-Guitar-JRA41SP-RD-K-red/dp/B08MW8CWG8/ref=sr_1_105?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-105
JUAREZ,JUAREZ JRZ-ST01,"6,323",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/JRZ-ST01-6-String-Electric-Sunburst-Without/dp/B01FYZSOEE/ref=sr_1_106?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-106
JUAREZ,JUAREZ Arpeggio Guitar JRA39SR-BL-K,"7,221",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/JUAREZ-Arpeggio-Guitar-JRA39SR-BL-K-blue/dp/B08MWB5Y67/ref=sr_1_97?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-97
JUAREZ,JUAREZ Arpeggio Guitar JRB40LN-3TS,"5,329",7 days Replacement,"Sunday, 14 May",In stock,https://www.amazon.in/JUAREZ-JRB40LN-3TS-Arpeggio-Guitar/dp/B08MW8F9VS/ref=sr_1_98?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-98
YAMAHA,YAMAHA FS80C NATURAL CONCERT CUTAWAY GUITAR,"7,727",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/YAMAHA-NATURAL-CONCERT-CUTAWAY-GUITAR/dp/B08KW4DRKL/ref=sr_1_99?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-99
Intern,Intern INT-38C-SB-G Linden Wood Cutaway Right Handed Acoustic Guitar Kit,"2,424",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/Intern-INT-38C-SB-G-Guitar-Kit-Sunburst/dp/B07K8WLPLH/ref=sr_1_100?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-100
YAMAHA,Yamaha F280 Acoustic Guitar Dreadnought With Sponge Bag Belt and Plectrums.,"9,889",7 days Replacement,"Thursday, 18 May",In stock,https://www.amazon.in/Yamaha-F280-Acoustic-Dreadnought-Plectrums/dp/B08Q8C6VW8/ref=sr_1_101?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-101
JUAREZ,JUAREZ Arpeggio 99.06 cm (39 Inch) Semi-Acoustic Guitar Kit,"6,547",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/JUAREZ-Arpeggio-Semi-Acoustic-Rosewood-Fretboard/dp/B08LBG3F36/ref=sr_1_102?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-102
Blueberry,Blueberry VIP 360,"2,999",7 days Returnable,"Monday, 15 May",In stock,https://www.amazon.in/Blueberry-Acoustic-Guitar-String-Picks/dp/B0BVR87LN3/ref=sr_1_103?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-103
MUSTANG,MUSTANG Pack of 2 Universal Guitar Stand by Hola! Music Fits Acoustic Classical Electric Bass Guitars Mandolins Banjos Ukuleles and Other Stringed Instruments,"1,190",-,"Sunday, 14 May",In stock,https://www.amazon.in/Universal-Acoustic-Classical-Mandolins-Instruments/dp/B08XBRNC7T/ref=sr_1_104?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-104
YAMAHA,Yamaha 16 Incheses wood Acoustic Guitar F280 Dreadnought With Mexa Sponge Bag Belt,"8,939",7 days Replacement,"Thursday, 18 May",In stock,https://www.amazon.in/Acoustic-F280-Dreadnought-Plectrums-Natural/dp/B092TPXZRN/ref=sr_1_105?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-105
Blueberry,Blueberry 38C,"2,275",7 days Replacement,"Monday, 15 May",In stock,https://www.amazon.in/Blueberry-38C-Acoustic-Strings-Sunburst/dp/B08KLMQN88/ref=sr_1_106?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-106
Cort,Cort Acoustic Guitar AD810 Right Handed Guitar With Padded Bag,"10,649",7 days Replacement,"Thursday, 18 May",Only 2 left in stock,https://www.amazon.in/Cort-Acoustic-Guitar-Plectrums-Complete/dp/B08RCV5R52/ref=sr_1_107?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-107
JUAREZ,JUAREZ Arpeggio 39 Inch Acoustic Guitar Kit,"5,979",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/JUAREZ-Arpeggio-Acoustic-Rosewood-Fretboard/dp/B08LBJ8PTM/ref=sr_1_108?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-108
BigPlayer,BigPlayer gitar listrik elektrik cheap kit acoustic electric guitar meccaniche chitarra elettrica giutar,"12,439",7 days Replacement,"Sunday, 14 May",Only 2 left in stock,https://www.amazon.in/BigPlayer-gitar-listrik-elektrik-meccaniche/dp/B08XQSLZVB/ref=sr_1_109?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-109
YAMAHA,Yamaha FS80C Acoustic Guitar Cutaway Concert Body With Mexa Sponge Bag,"10,139",7 days Replacement,"Thursday, 18 May",Only 1 left in stock,https://www.amazon.in/FS80C-Acoustic-Cutaway-Concert-Plectrums/dp/B09HSHGD3B/ref=sr_1_110?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-110
JUAREZ,JUAREZ Arpeggio 99.06 cm (39 Inch) Acoustic Guitar Kit,"5,960",7 days Replacement,"Tuesday, 16 May",In stock,https://www.amazon.in/JUAREZ-Arpeggio-Acoustic-Rosewood-Fretboard/dp/B08LBHB547/ref=sr_1_111?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-111
Medellin,"Medellin 38"" Acoustic Guitar Purple Burst Carbon Fiber body+(Free Online Learning Course) - Durable Matt finish with handrest","2,349",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/Medellin-Acoustic-Guitar-Purple-Learning/dp/B09MSGPQ43/ref=sr_1_112?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-112
JUAREZ,JUAREZ Arpeggio Guitar JRA41SP-Q-BL - blue,"6,775",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/JUAREZ-Arpeggio-Guitar-JRA41SP-Q-BL-blue/dp/B08MWBBGS6/ref=sr_1_113?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-113
YAMAHA,Yamaha F280 Acoustic sprucewood Guitar Dreadnought With Mexa Guitar Bag,"9,980",7 days Replacement,"Thursday, 18 May",In stock,https://www.amazon.in/Yamaha-F280-Acoustic-Dreadnought-Plectrum/dp/B08VN2V5V3/ref=sr_1_114?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-114
KETOSTICS,Ketostics Givson Venus Special Cutaway Rosewood 41 Inch Acoustic Guitar Kit with Bag,"4,199",-,"Wednesday, 17 May",In stock,https://www.amazon.in/Ketostics-Rosewood-Acoustic-Plectrums-sunbrust/dp/B09NSXMVF4/ref=sr_1_115?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-115
YAMAHA,YAMAHA Pacifica012 Electric Guitar,"15,500",7 days Replacement,"Friday, 19 May",Only 1 left in stock,https://www.amazon.in/Yamaha-PACIFICA012-Electric-Guitar-Metallic/dp/B00REF6CII/ref=sr_1_116?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-116
YAMAHA,Yamaha C40M Classical Guitar,"7,690",7 days Replacement,"Tuesday, 16 May",In stock,https://www.amazon.in/Yamaha-C40MII-Acoustic-Concert-Guitar/dp/B005LG2JRK/ref=sr_1_117?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-117
Intern,INTERN 40 inches Acoustic Guitar with Pick-up & truss rod,"4,671",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/Acoustic-Pick-up-stability-professional-amplificaiton/dp/B09YH89JZQ/ref=sr_1_118?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-118
Blueberry,Blueberry 38C,"2,560",7 days Replacement,"Monday, 15 May",In stock,https://www.amazon.in/Blueberry-Acoustic-Guitar-Strings-Redburst/dp/B09N9R525J/ref=sr_1_119?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-119
Blueberry,Blueberry B-38C-Brown 38 Inch Acoustic Guitar Kit with Bag,"2,695",7 days Replacement,"Monday, 15 May",Only 1 left in stock,https://www.amazon.in/Blueberry-B-38C-Brown-Acoustic-Guitar-Strings/dp/B0B71BHDGQ/ref=sr_1_120?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-120
JUAREZ,JUAREZ Arpeggio 99.06 cm (39 Inch) Semi-Acoustic Guitar Kit,"6,547",7 days Replacement,"Sunday, 14 May",In stock,https://www.amazon.in/JUAREZ-Arpeggio-Semi-Acoustic-Rosewood-Fretboard/dp/B08LBGWG6P/ref=sr_1_121?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-121
JUAREZ,Juârez JRZ38C/VTS 6 Strings Acoustic Guitar 38 Inch Cutaway,"2,650",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/JRZ38C-VTS-Strings-Acoustic-Cutaway/dp/B072MFLQC9/ref=sr_1_122?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-122
Fender,Fender 0144022538 (Player Duo-Sonic™ HS,"64,858",-,"Sunday, 14 May",Only 1 left in stock,https://www.amazon.in/Fender-Solid-Body-Electric-Transparent-144022538/dp/B083F5CGJ2/ref=sr_1_123?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-123
JUAREZ,JUAREZ JRZ38CTR/BK 38 Inch Acoustic Guitar with Dual Action Truss Rod,"3,197",7 days Replacement,"Wednesday, 17 May",In stock,https://www.amazon.in/JUAREZ-JRZ38CTR-BK-Acoustic-Guitar/dp/B08FTZK7H8/ref=sr_1_124?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-124
YAMAHA,YAMAHA F310,"8,982",7 days Replacement,"Sunday, 14 May",In stock,https://www.amazon.in/Yamaha-F310-6-Strings-Acoustic-Natural/dp/B000RVYW7E/ref=sr_1_125?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-125
Ibanez,"Ibanez MD39C-NT 39"" Cutaway Acoustic Guitar With Gig-Bag","7,999",7 days Replacement,"Sunday, 14 May",In stock,https://www.amazon.in/Ibanez-MD39C-NT-Cutaway-Acoustic-Polishing/dp/B084BQJCP8/ref=sr_1_126?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-126
Fender,Fender 0379410502 (40th Anniversary Stratocaster Electric Guitar Gold Edition Lake Placid Blue),"64,623",-,"Tuesday, 16 May",Only 2 left in stock,https://www.amazon.in/Fender-0379410502-Anniversary-Stratocaster-Electric/dp/B09RX4BQPX/ref=sr_1_127?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-127
Huntington,Huntington GA41C-NT Acoustic Cutaway Guitar 41-Inch,"18,908",-,June 2 - 3,,https://www.amazon.in/Huntington-GA41C-NT-Acoustic-Cutaway-41-Inch/dp/B00GV0K3CS/ref=sr_1_128?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-128
TECHBLAZE,TECHBLAZE 6 Pcs Guitar Tuning Pegs for Acoustic Chrome Guitar Keys 3 Left 3 Right Guitar Machine Heads Knobs With Strap Button Locks Guitar Keys 3R+3L 6 pieces- Chrome,549,7 days Replacement,"Sunday, 14 May",In stock,https://www.amazon.in/TECHBLAZE-Guitar-Acoustic-Machine-pieces/dp/B098XG2QQ9/ref=sr_1_129?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-129
Fender,Fender 0970310321 (PD-220E Dreadnought Acoustic Guitar,"78,178",-,"Tuesday, 16 May",Only 1 left in stock,https://www.amazon.in/Fender-0970310321-PD-220E-Dreadnought-Acoustic/dp/B09RWK9XKJ/ref=sr_1_130?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-130
YAMAHA,YAMAHA Mexa Yamaha F310,"10,839",7 days Replacement,"Thursday, 18 May",Only 2 left in stock,https://www.amazon.in/yamaha-acoustic-guitar-Dreadnought-Plectrums/dp/B07KB8VP6X/ref=sr_1_131?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-131
Martin Smith,Martin Smith W-101-RD-PK Acoustic Guitar Super Kit with Stand (Red),"9,499",7 days Replacement,"Tuesday, 16 May",In stock,https://www.amazon.in/Martin-Smith-W-101-RD-PK-Acoustic-Guitar/dp/B01EUWC5HE/ref=sr_1_132?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-132
Blueberry,SHARE BY Blueberry R-40- Trussrod Acoustic Guitar Kit with Bag,"4,500",7 days Replacement,"Monday, 15 May",In stock,https://www.amazon.in/Blueberry-Trussrod-Acoustic-Strings-Natural/dp/B09WLNQFC9/ref=sr_1_133?crid=2LCNP7TDWFIX2&keywords=guiter&qid=1683909418&sprefix=guiter%2Caps%2C678&sr=8-133
